Title,Latitude,Longitude
10072328,40.65843485,-73.76623816
5791485,40.76294249,-73.76865274
1009135,40.80963526,-73.94300221
4602694,40.60325949,-73.93501354
4603468,40.6596879,-73.83522832
5600765,40.79667189,-73.93156062
5095264,40.82358817,-73.95593292
10724076,40.67360596,-73.91978979
5594780,40.79649072,-73.9314788
5583916,40.81244506,-73.94318558
1013968,40.79654959,-73.93393982
4603470,40.69565412,-73.76553575
1013970,40.79647472,-73.93399462
10063723,40.73605719,-73.76814735
5316556,40.77726291,-73.94244286
10682796,40.63987962,-73.89254221
10696418,40.6291509,-73.90389819
10718674,40.65923064,-73.91478752
10686062,40.59584516,-73.97168651
10714085,40.76816758,-73.95300324
10687848,40.63225274,-73.89641723
10759396,40.61469538,-73.95224431
10759012,40.6200431,-73.96224934
10688630,40.64064111,-73.88804574
10724418,40.67363862,-73.92031702
10682801,40.63290482,-73.89566284
10681420,40.59875652,-73.94827326
10674020,40.58638313,-73.94724715
11186254,40.83209484,-73.93089155
10683177,40.63710722,-73.90190202
10739354,40.61279499,-73.95816657
10676532,40.58634726,-73.94686485
10751594,40.64180432,-73.93120533
10687846,40.61259927,-73.91066176
10692167,40.5545679,-74.13233786
10718273,40.65943758,-73.91484268
10745429,40.61117185,-73.95974307
10687862,40.61052446,-73.90669471
10744973,40.61045731,-73.9596075
10683183,40.64063842,-73.89093175
10761025,40.61490182,-73.95337257
10724077,40.67343314,-73.91650545
10683184,40.63082241,-73.88814084
10728227,40.7604999,-73.72402798
10686915,40.69949043,-73.9607304
10693469,40.62983058,-73.90078081
10722252,40.66546622,-73.9154184
10754290,40.66026966,-73.94718996
10696016,40.629112,-73.90381446
10738550,40.6122828,-73.95806809
10718675,40.65936473,-73.91482287
10682819,40.60839923,-73.91303314
10744972,40.61104903,-73.95972221
10724415,40.67365998,-73.92075467
10758999,40.61502185,-73.95338578
10683181,40.63734054,-73.88726815
10724417,40.67364317,-73.9204155
10693456,40.63251948,-73.91972797
10687844,40.61333168,-73.91135308
10755091,40.66055438,-73.94440678
10738548,40.61130228,-73.95788502
10688249,40.61249855,-73.91060014
10745410,40.6152628,-73.95958118
10688268,40.64346352,-73.8900299
2141849,40.766469,-73.99397037
10718661,40.65810754,-73.9069527
10740227,40.62048439,-73.95911944
10724073,40.67365354,-73.92061996
11139429,40.51978996,-74.2347747
10564781,40.61206888,-74.13021943
10752426,40.65108336,-73.93522206
10755090,40.66059819,-73.9438467
10696417,40.62843263,-73.9026114
10751580,40.70163282,-73.90404874
10744969,40.6142802,-73.96033368
10694330,40.60715247,-73.90552497
10724419,40.6734326,-73.91657821
10719050,40.66154634,-73.87783051
10751614,40.65169452,-73.91239604
10687855,40.58835563,-73.97258711
10674830,40.64444526,-73.89085608
10738549,40.61199835,-73.95788619
10683175,40.58842175,-73.97259842
10683176,40.63029444,-73.91948458
10682305,40.59868215,-73.94826157
10688271,40.60897208,-73.90743341
11177409,40.66046189,-73.87794812
10756392,40.65121811,-73.91573613
10753317,40.64595763,-73.93083717
5792217,40.6402201,-73.93406191
10682795,40.63921392,-73.88940993
10674833,40.64158713,-73.88782071
10681081,40.61197506,-73.93670754
2141850,40.76640541,-73.99381861
10745431,40.61050854,-73.95961685
10688272,40.60889886,-73.90748432
10756390,40.65145059,-73.91597985
10686063,40.59592687,-73.97166991
10681099,40.5989147,-73.94829787
10739353,40.61238288,-73.95808522
10756393,40.65107861,-73.91558458
5445451,40.74886459,-73.84215621
10688273,40.60871631,-73.90763602
10718261,40.65862945,-73.90394133
10721826,40.65803241,-73.9136446
10682797,40.64083877,-73.8911542
11185853,40.81130139,-73.88749621
10674006,40.64441892,-73.8908948
10745427,40.61445057,-73.96036485
10759778,40.61509632,-73.95340683
10724420,40.67342417,-73.91641749
10759395,40.61458877,-73.95329619
10722224,40.65789991,-73.91361421
5106486,40.70398897,-74.01538784
10693454,40.60703483,-73.90547561
10755064,40.65647341,-73.9226468
10687865,40.680948,-73.86852044
10744926,40.61504009,-73.95952734
10744970,40.61419383,-73.96031966
3805468,40.71380818,-73.77159851
10724075,40.673612,-73.91991026
10744967,40.61437373,-73.96035082
10687839,40.62020883,-73.91024207
10744925,40.61502576,-73.95941323
10745411,40.61652507,-73.95969407
10755083,40.66121241,-73.94348753
10752417,40.62731288,-74.03721207
10718268,40.65872465,-73.91353948
10740626,40.62043094,-73.95955879
10746835,40.61099601,-73.95971208
2637870,40.52906768,-74.19070542
10739352,40.61140832,-73.95790606
10688231,40.62862505,-73.93476518
10674010,40.64395117,-73.89055582
